Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Description,Tag
"What is the difference between  ""Call for Abstract"" and ""Call for Poster""?",what-is-the-difference-between-call-for-abstract-and-call-for-poster,627ba097eee221254ffff8ad,627ba1044151d172b2f98061,Wed May 11 2022 11:41:56 GMT+0000 (Coordinated Universal Time),Wed May 11 2022 11:41:56 GMT+0000 (Coordinated Universal Time),Wed May 11 2022 12:49:08 GMT+0000 (Coordinated Universal Time),"<p>The presenters need to submit an abstract related to the grand theme and sub-theme of KIPI 2022. </p><p>All abstracts will be reviewed and presented at the KIPI 2022 conference in the form of PPT slides. However, if the prospective presenters could not join the live presentation, they are required to submit an academic poster. The poster will be put on PPIA's website so that everyone can see and give comments.&nbsp;</p>",
Who can submit an abstract to KIPI?,who-can-submit-an-abstract-to-kipi,627ba097eee221254ffff8ad,627ba0df4151d1755af97ffc,Wed May 11 2022 11:41:19 GMT+0000 (Coordinated Universal Time),Wed May 11 2022 11:41:19 GMT+0000 (Coordinated Universal Time),Wed May 11 2022 12:49:08 GMT+0000 (Coordinated Universal Time),<p>KIPI is open to all Indonesian students who are studying within and outside of Australia. </p><p>The primary requirement is to be an Indonesian citizen and to be enrolled in an institution of higher learning (undergraduate/postgraduate/vocational students) at the time of the abstract deadline.</p><p>‍</p>,
